MSR_Id;Lane;Direction;Latitude;Longitude;Name;Canton;Direction;Street 
CH:0201.02;lane2;positive;46.2405014;7.3939662;SION E  (AR);VS;SIERRE              ;A 9
CH:0195.04;lane1;positive;46.793499;8.66526985;ERSTFELD S (AB);UR;GOESCHENEN          ;A 2
CH:0196.01;lane1;negative;46.6423035;8.59194183;ANDERMATT, SCHOELLENEN;UR;GOESCHENEN;A 2
CH:0196.02;lane1;positive;46.6423073;8.59199333;ANDERMATT, SCHOELLENEN;UR;ANDERMATT;A 2
CH:0199.01;lane1;negative;45.8644791;8.97045517;MENDRISIO S (AS);TI;MELIDE              ;A 2
CH:0199.02;lane2;negative;45.8644714;8.97051239;MENDRISIO S (AS);TI;MELIDE              ;A 2
CH:0201.01;lane1;positive;46.2404747;7.39398193;SION E  (AR);VS;SIERRE              ;A 9
CH:0179.01;lane1;positive;47.2529526;6.98863554;SAIGNELEGIER W;JU;SAIGNELEGIER        ;H 18
CH:0042.03;lane2;positive;46.9585876;7.47038126;UMF. BERN OST (AB);BE;FREUDENBERGERPL.;A 6
CH:0042.04;lane1;positive;46.9585648;7.47041368;UMF. BERN OST (AB);BE;FREUDENBERGERPL.;A 6
CH:0214.02;lane2;positive;46.9513741;7.38439846;BERN, BRUENNENTUNNEL (AB);BE;WEYERMANNSHAUS;A 1
CH:0207.01;lane1;negative;46.7876511;7.59924221;HEIMBERG (AB);BE;BERN                ;A 6
CH:0207.02;lane2;negative;46.7876587;7.59928894;HEIMBERG (AB);BE;BERN                ;A 6
CH:0851.02;lane2;positive;46.1136398;7.09023952;ECHANGEUR GD.ST.BERNARD OUEST (AR);VS;SION;A 9
CH:0785.02;lane2;positive;47.5822983;9.01878262;ESCHIKOFEN;TG;WEINFELDEN;A 23
CH:0335.05;lane1;negative;47.3051109;7.92477989;WIGGERTAL (AB) - AG1411;AG;BERN;A 1
CH:0335.04;lane2;negative;47.3050766;7.92480135;WIGGERTAL (AB) - AG1411;AG;BERN;A 1
CH:0328.01;lane1;positive;46.8321724;6.86844206;ESTAVAYER-LE-LAC E (AR);FR;MURTEN;A 1
CH:0328.02;lane2;positive;46.8322067;6.86845207;ESTAVAYER-LE-LAC E (AR);FR;MURTEN;A 1
CH:0209.01;lane1;negative;46.0787849;7.05324221;MARTIGNY, LE BROCARD;VS;MARTIGNY;H 21
CH:0209.02;lane2;negative;46.0787735;7.05328083;MARTIGNY, LE BROCARD;VS;MARTIGNY;H 21
CH:0851.01;lane1;positive;46.1135979;7.0902462;ECHANGEUR GD.ST.BERNARD OUEST (AR);VS;SION;A 9
CH:0199.03;lane2;positive;45.8644676;8.97063255;MENDRISIO S (AS);TI;CHIASSO             ;A 2
CH:0199.04;lane1;positive;45.8644676;8.97068596;MENDRISIO S (AS);TI;CHIASSO             ;A 2
CH:0204.01;lane1;negative;46.4275932;8.85454273;LAVORGO S (AS);TI;AIROLO              ;A 2
CH:0851.03;lane3;positive;46.1136742;7.09024286;ECHANGEUR GD.ST.BERNARD OUEST (AR);VS;SION;A 9
CH:0785.01;lane1;positive;47.5822716;9.01875782;ESCHIKOFEN;TG;WEINFELDEN;A 23
CH:0204.02;lane2;negative;46.4276314;8.85456085;LAVORGO S (AS);TI;AIROLO              ;A 2
CH:0521.02;lane1;positive;46.1073685;8.76378536;CAVIANO DOGANA DIRINELLA;TI;ITALIA;H 405
CH:0211.02;lane1;negative;46.6520004;7.77469158;LEISSIGEN (TUNNEL) (AS);BE;SPIEZ;A 8
CH:0212.01;lane1;negative;47.0637169;6.88588095;VUE-DES-ALPES (TUNNEL);NE;LA CHAUX-DE-FONDS;H 20
CH:0617.02;lane1;positive;46.6295357;7.04504108;CONT.BULLE;FR;GRUYÈRES;H 189
CH:0341.06;lane1;negative;47.454689;8.32581711;NEUENHOF (AB) - AG1402;AG;BERN;A 1
CH:0847.02;lane1;positive;47.691349;8.60871887;ENGI GALGENBUCKTUNNEL;SH;SCHAFFHAUSEN;H 13
CH:0341.05;lane2;negative;47.4546585;8.32582092;NEUENHOF (AB) - AG1402;AG;BERN;A 1
CH:0341.04;lane3;negative;47.454628;8.32582569;NEUENHOF (AB) - AG1402;AG;BERN;A 1
CH:0118.01;lane1;positive;46.9688911;7.46041775;BERN, FELSENAUVIADUKT (AB);BE;WANKDORF            ;A 1
CH:0118.02;lane2;positive;46.9689217;7.46041107;BERN, FELSENAUVIADUKT (AB);BE;WANKDORF            ;A 1
CH:0215.03;lane2;negative;47.5944977;9.00673962;MUELLHEIM (AB);TG;VERZW. A7/T14;A 7
CH:0215.04;lane1;negative;47.5945206;9.00670433;MUELLHEIM (AB);TG;VERZW. A7/T14;A 7
CH:0677.03;lane1;positive;47.0081673;6.90166855;VALANGIN;NE;NEUCHATEL;A 20
CH:0677.04;lane2;positive;47.0081596;6.90171814;VALANGIN;NE;NEUCHATEL;A 20
CH:0216.03;lane2;negative;47.1936111;8.89496136;WANGEN SZ (AB);SZ;LACHEN;A 3
CH:0216.04;lane1;negative;47.193634;8.89498997;WANGEN SZ (AB);SZ;LACHEN;A 3
CH:0118.03;lane3;positive;46.9689522;7.46040487;BERN, FELSENAUVIADUKT (AB);BE;WANKDORF            ;A 1
CH:0118.04;lane4;positive;46.9689827;7.4603982;BERN, FELSENAUVIADUKT (AB);BE;WANKDORF            ;A 1
CH:0291.04;lane3;negative;46.5462456;6.5687809;RENENS (AR);VD;LAUSANNE/GENEVE;A 1
CH:0291.05;lane2;negative;46.5462456;6.56873703;RENENS (AR);VD;LAUSANNE/GENEVE;A 1
CH:0570.03;lane2;positive;47.3933144;8.41654873;URDORF N (AB) - ZH1302;ZH;BIRMENSDORF;A 3
CH:0570.02;lane1;positive;47.3933296;8.41651249;URDORF N (AB) - ZH1302;ZH;BIRMENSDORF;A 3
CH:0218.03;lane2;negative;47.0413208;7.03047514;CRESSIER (AR);NE;NEUCHATEL;A 5
CH:0218.04;lane1;negative;47.0413399;7.03043795;CRESSIER (AR);NE;NEUCHATEL;A 5
CH:0570.01;emergencyLane;positive;47.3933525;8.41646767;URDORF N (AB) - ZH1302;ZH;BIRMENSDORF;A 3
CH:0291.06;lane1;negative;46.5462494;6.56869459;RENENS (AR);VD;LAUSANNE/GENEVE;A 1
CH:0219.03;lane2;negative;47.4560547;8.14367962;SCHINZNACH DORF (AB);AG;FRICK;A 3
CH:0219.04;lane1;negative;47.456089;8.14368057;SCHINZNACH DORF (AB);AG;FRICK;A 3
CH:0149.04;lane2;negative;46.5704956;6.55732727;MEX (AR);VD;LAUSANNE            ;A 1
CH:0634.02;lane1;positive;46.4143333;10.0373211;BERNINA, BARACON - GR0248;GR;TIRANO;H 29
CH:0149.05;lane1;negative;46.5704918;6.557271;MEX (AR);VD;LAUSANNE            ;A 1
CH:0220.04;lane2;negative;47.4469986;8.24522018;MUELLIGEN, VERZW. A3/A1 (AB);AG;FRICK;A 3
CH:0220.05;lane1;negative;47.4470291;8.24522781;MUELLIGEN, VERZW. A3/A1 (AB);AG;FRICK;A 3
CH:0220.06;lane1;negative;47.4470673;8.24526787;MUELLIGEN, VERZW. A3/A1 (AB);AG;FRICK;A 3
CH:0149.06;emergencyLane;negative;46.5704918;6.55722952;MEX (AR);VD;LAUSANNE            ;A 1
CH:0204.03;lane3;positive;46.427887;8.85449028;LAVORGO S (AS);TI;BELLINZONA          ;A 2
CH:0204.04;lane2;positive;46.427887;8.85454845;LAVORGO S (AS);TI;BELLINZONA          ;A 2
CH:0246.01;lane1;positive;47.6509171;9.15401936;KREUZLINGEN, GIRSBAERGTUNNEL N (AB);TG;DEUTSCHLAND;A 7
CH:0224.01;lane1;negative;46.1613503;6.11502457;GENEVE, PLAN-LES-OUAT. (AR);GE;GENEVE VILLE;A 1A
CH:0224.02;lane2;negative;46.1613235;6.11502934;GENEVE, PLAN-LES-OUAT. (AR);GE;GENEVE VILLE;A 1A
CH:0246.02;lane2;positive;47.6509323;9.1539793;KREUZLINGEN, GIRSBAERGTUNNEL N (AB);TG;DEUTSCHLAND;A 7
CH:0204.05;lane1;positive;46.4279175;8.85456181;LAVORGO S (AS);TI;BELLINZONA          ;A 2
CH:0205.01;lane1;negative;47.0747833;8.29381752;EMMENBRUECKE, GRUEBLISCH. (AB);LU;SEMPACH;A 2
CH:0205.02;lane2;negative;47.074791;8.29387283;EMMENBRUECKE, GRUEBLISCH. (AB);LU;SEMPACH;A 2
CH:0205.03;lane3;negative;47.0748062;8.29391861;EMMENBRUECKE, GRUEBLISCH. (AB);LU;SEMPACH;A 2
CH:0205.04;lane3;positive;47.0748177;8.29398441;EMMENBRUECKE, GRUEBLISCH. (AB);LU;VERZW. A2/A14;A 2
CH:0205.05;lane2;positive;47.0748367;8.29405022;EMMENBRUECKE, GRUEBLISCH. (AB);LU;VERZW. A2/A14;A 2
CH:0205.06;lane1;positive;47.0748444;8.29409122;EMMENBRUECKE, GRUEBLISCH. (AB);LU;VERZW. A2/A14;A 2
CH:0291.01;lane1;positive;46.5462418;6.56897831;RENENS (AR);VD;YVERDON/VEVEY;A 1
CH:0291.02;lane2;positive;46.5462379;6.56892681;RENENS (AR);VD;YVERDON/VEVEY;A 1
CH:0227.02;lane1;negative;46.6484146;10.2661953;OFENPASS, BUFFALORA;GR;ZERNEZ;H 28
CH:0228.01;lane1;negative;46.9269791;9.56188869;ZIZERS (AB);GR;SARGANS;A 13
CH:0228.02;lane2;negative;46.9269829;9.56194878;ZIZERS (AB);GR;SARGANS;A 13
CH:0291.03;lane3;positive;46.5462418;6.56887865;RENENS (AR);VD;YVERDON/VEVEY;A 1
CH:0280.03;lane2;negative;47.3909264;8.14182949;SCHAFISHEIM (AB) -  AG1410;AG;BERN;A 1
CH:0773.01;lane1;positive;47.5127983;7.72259283;FUELLINSDORF;BL;SISSACH;A 22
CH:0280.04;lane1;negative;47.3909645;8.14183235;SCHAFISHEIM (AB) -  AG1410;AG;BERN;A 1
CH:0243.04;lane1;negative;47.4463348;9.41948414;ST. GALLEN E, BERGBACHVIADUKT (AB);SG;GOSSAU;A 1
CH:0210.01;lane1;;47.5284805;7.73766994;AUGST S, VERZW. A2/A3 (AB);BL;VERZW. A2/A3;A 2
CH:0210.02;lane1;negative;47.52882;7.73723125;AUGST S, VERZW. A2/A3 (AB);BL;VERZW. A2/A3;A 2
CH:0210.03;lane2;negative;47.5288429;7.73725605;AUGST S, VERZW. A2/A3 (AB);BL;VERZW. A2/A3;A 2
CH:0232.03;lane2;negative;46.1483612;7.15333271;SAXON W (AR);VS;MARTIGNY;A 9
CH:0232.04;lane1;negative;46.1483841;7.15328741;SAXON W (AR);VS;MARTIGNY;A 9
CH:0210.04;lane2;positive;47.5288734;7.7374506;AUGST S, VERZW. A2/A3 (AB);BL;SISSACH;A 2
CH:0233.02;lane1;negative;47.3780632;7.16735315;ST-URSANNE, TUN. TERRI (AR);JU;PORRENTRUY;A 16
CH:0253.01;lane1;positive;46.3029709;7.95802593;GAMSEN (TUNNEL) (AB);VS;BRIG;A 9
CH:0253.02;lane2;positive;46.3030014;7.95801115;GAMSEN (TUNNEL) (AB);VS;BRIG;A 9
CH:0541.03;lane2;positive;47.149437;8.42784119;GISIKON (AB);ZG;LUZERN;A 14
CH:0541.04;lane1;positive;47.1493912;8.42791939;GISIKON (AB);ZG;LUZERN;A 14
CH:0830.01;lane1;positive;47.1285934;9.08475304;NIEDERURNEN (AB);GL;SARGANS;A 3
CH:0830.02;lane2;positive;47.1286316;9.08473206;NIEDERURNEN (AB);GL;SARGANS;A 3
CH:0235.03;lane2;negative;47.1615753;7.29621983;PIETERLEN W (AB);BE;BIEL;A 5
CH:0235.04;lane1;negative;47.1616058;7.29620266;PIETERLEN W (AB);BE;BIEL;A 5
CH:0038.01;lane1;positive;47.3523102;7.92339611;STARRKIRCH;SO;AARAU               ;H 5
CH:0041.02;lane1;positive;45.8981476;7.19434738;GRAND-ST-BERNARD (TUNNEL);VS;ITALIEN;H 21
CH:0237.03;lane2;negative;47.1763306;7.42516232;GRENCHEN (AB);SO;BIEL;A 5
CH:0237.04;lane1;negative;47.1763611;7.42515326;GRENCHEN (AB);SO;BIEL;A 5
CH:0238.01;lane1;negative;46.7590446;9.42446518;ROTHENBRUNNEN S (AB);GR;REICHENAU;A 13
CH:0238.02;lane2;negative;46.7590561;9.42450809;ROTHENBRUNNEN S (AB);GR;REICHENAU;A 13
CH:0527.02;lane1;positive;46.1961899;8.14208126;GONDO - VS40001;VS;ITALIEN;A 9
CH:0210.05;lane1;positive;47.5289574;7.73736811;AUGST S, VERZW. A2/A3 (AB);BL;SISSACH;A 2
CH:0210.06;lane1;;47.5287437;7.73787498;AUGST S, VERZW. A2/A3 (AB);BL;VERZW. A2/A3;A 2
CH:0225.01;lane1;negative;47.3153648;7.80585003;EGERKINGEN, VERZWEIGUNG A2 (AB);SO;AUGST;A 2
CH:0225.02;lane2;negative;47.3153687;7.80590057;EGERKINGEN, VERZWEIGUNG A2 (AB);SO;AUGST;A 2
CH:0225.03;lane1;negative;47.3157387;7.80596495;EGERKINGEN, VERZWEIGUNG A2 (AB);SO;AUGST;A 2
CH:0240.01;lane1;;47.4241486;8.56929398;UMF. ZUERICH N, SEEBACH (AB);ZH;ZUERICH-AFFOLTERN;A 1C
CH:0225.04;lane2;negative;47.3157387;7.8060174;EGERKINGEN, VERZWEIGUNG A2 (AB);SO;AUGST;A 2
CH:0238.03;lane2;positive;46.7590675;9.42455101;ROTHENBRUNNEN S (AB);GR;THUSIS;A 13
CH:0238.04;lane1;positive;46.759079;9.42459583;ROTHENBRUNNEN S (AB);GR;THUSIS;A 13
CH:0240.05;lane2;negative;47.4244385;8.56947613;UMF. ZUERICH N, SEEBACH (AB);ZH;ZUERICH-AFFOLTERN;A 1C
CH:0240.06;lane1;negative;47.4244728;8.56948471;UMF. ZUERICH N, SEEBACH (AB);ZH;ZUERICH-AFFOLTERN;A 1C
CH:0240.07;lane1;;47.4245567;8.56949902;UMF. ZUERICH N, SEEBACH (AB);ZH;ZUERICH-AFFOLTERN;A 1C
CH:0240.08;emergencyLane;negative;47.4245949;8.56949043;UMF. ZUERICH N, SEEBACH (AB);ZH;ZUERICH-AFFOLTERN;A 1C
CH:0241.01;lane1;;47.4290352;8.57185555;OPFIKON (AB);ZH;KLOTEN;A 11
CH:0241.02;lane1;negative;47.4287796;8.57203484;OPFIKON (AB);ZH;KLOTEN;A 11
CH:0241.03;lane2;negative;47.4287834;8.57207966;OPFIKON (AB);ZH;KLOTEN;A 11
CH:0799.01;lane1;positive;46.9787064;6.89061356;SERRIERES, TUNNEL (AR);NE;BIENNE;A 5
CH:0799.02;lane2;positive;46.9787369;6.89059782;SERRIERES, TUNNEL (AR);NE;BIENNE;A 5
CH:0241.06;lane1;;47.4298706;8.5721035;OPFIKON (AB);ZH;KLOTEN;A 11
CH:0127.01;lane1;positive;46.7429924;6.52360582;ORBE N (AR);VD;VERZW. A9/A1;A 9
CH:0518.02;lane1;positive;47.3933868;8.49397659;ZUERICH HARDTURM (AB);ZH;ZUERICH;A 1H
CH:0518.03;lane2;positive;47.3934212;8.49397469;ZUERICH HARDTURM (AB);ZH;ZUERICH;A 1H
CH:0243.03;lane2;negative;47.4463196;9.41953945;ST. GALLEN E, BERGBACHVIADUKT (AB);SG;GOSSAU;A 1
CH:0244.01;lane1;negative;47.4982338;7.60268688;REINACH BL (AB);BL;BASEL;A 18
CH:0244.02;lane2;negative;47.4982262;7.60272312;REINACH BL (AB);BL;BASEL;A 18
CH:0671.01;lane1;positive;46.8792343;6.75988245;VAUMARCUS (AR);NE;NEUCHATEL;A 5
CH:0671.02;lane2;positive;46.8792343;6.75984383;VAUMARCUS (AR);NE;NEUCHATEL;A 5
CH:0164.01;lane1;positive;46.2980309;7.85094213;VISP W;VS;BRIG                ;H 9
CH:0383.04;lane2;positive;47.3494949;8.52352524;ZUERICH BRUNAU (AB) 1;ZH;SARGANS;A 3
CH:0245.03;lane2;negative;47.0404778;9.43997288;SARGANS A3 (AB);SG;WEESEN;A 3
CH:0245.04;lane1;negative;47.0405083;9.4400053;SARGANS A3 (AB);SG;WEESEN;A 3
CH:0268.01;lane1;positive;46.2201004;7.00703096;ST. MAURICE (AR);VS;SION;A 9
CH:0268.02;lane2;positive;46.220108;7.00706291;ST. MAURICE (AR);VS;SION;A 9
CH:0246.03;lane2;negative;47.6509666;9.15389442;KREUZLINGEN, GIRSBAERGTUNNEL N (AB);TG;FRAUENFELD;A 7
CH:0246.04;lane1;negative;47.6509819;9.15385151;KREUZLINGEN, GIRSBAERGTUNNEL N (AB);TG;FRAUENFELD;A 7
CH:0383.03;lane1;positive;47.3495178;8.52349091;ZUERICH BRUNAU (AB) 1;ZH;SARGANS;A 3
CH:0097.04;lane3;positive;47.4566994;8.30743122;BADEN, BAREGGTUNNEL (AB);AG;ZUERICH             ;A 1
CH:0247.03;lane2;negative;46.8446617;6.68669415;ONNENS VD (AR);VD;YVERDON;A 5
CH:0247.04;lane1;negative;46.8446846;6.68665504;ONNENS VD (AR);VD;YVERDON;A 5
CH:0248.01;lane1;negative;47.541893;7.75949287;RHEINFELDEN, AUTOBAHNZUBRINGER A3;AG;KANTONSSTR. K292;A 3
CH:0248.02;lane2;negative;47.5418854;7.75970888;RHEINFELDEN, AUTOBAHNZUBRINGER A3;AG;KANTONSSTR. K292;A 3
CH:0097.03;lane2;positive;47.4566917;8.30738258;BADEN, BAREGGTUNNEL (AB);AG;ZUERICH             ;A 1
CH:0097.02;lane1;positive;47.4566841;8.30732536;BADEN, BAREGGTUNNEL (AB);AG;ZUERICH             ;A 1
CH:0602.01;lane1;positive;47.435257;9.3961134;ST. GALLEN, HARZBUECHEL (AB);SG;ST. MARGRETHEN;A 1
CH:0602.02;lane2;positive;47.435276;9.39610004;ST. GALLEN, HARZBUECHEL (AB);SG;ST. MARGRETHEN;A 1
CH:0287.02;lane2;positive;47.4243469;8.4840107;WEININGEN, GUBRIST (AB);ZH;GLATTBRUGG;A 1C
CH:0174.02;lane1;positive;47.0512161;6.71954155;COL DES ROCHES;NE;LE LOCLE            ;H 20
CH:0287.01;lane1;positive;47.4242859;8.48394871;WEININGEN, GUBRIST (AB);ZH;GLATTBRUGG;A 1C
CH:0225.05;lane3;positive;47.3160782;7.8061657;EGERKINGEN, VERZWEIGUNG A2 (AB);SO;HAERKINGEN;A 2
CH:0250.03;lane2;negative;46.3121529;6.946908;AIGLE E (AR);VD;LAUSANNE;A 9
CH:0250.04;lane1;negative;46.3121719;6.94695234;AIGLE E (AR);VD;LAUSANNE;A 9
CH:0225.06;lane2;positive;47.316082;7.8062191;EGERKINGEN, VERZWEIGUNG A2 (AB);SO;HAERKINGEN;A 2
CH:0225.07;lane1;positive;47.3161011;7.80630732;EGERKINGEN, VERZWEIGUNG A2 (AB);SO;HAERKINGEN;A 2
CH:0239.01;lane1;negative;47.2385635;7.96073437;REIDEN S (AB);LU;VERZW. A1/A2;A 2
CH:0312.02;lane2;positive;47.4489746;8.23756599;MUELLIGEN OST (AB) - AG1422;AG;VERZW. A3/A1;A 3
CH:0239.02;lane2;negative;47.2385826;7.96077299;REIDEN S (AB);LU;VERZW. A1/A2;A 2
CH:0239.03;lane2;positive;47.2386284;7.96084929;REIDEN S (AB);LU;LUZERN;A 2
CH:0239.04;lane1;positive;47.2386551;7.96088791;REIDEN S (AB);LU;LUZERN;A 2
CH:0252.01;lane1;;46.8895264;8.61860752;VERZWEIGUNG ALTDORFA2/A4 (AB);UR;LUZERN / FLUELEN;A 2
CH:0312.01;lane1;positive;47.4489441;8.23754787;MUELLIGEN OST (AB) - AG1422;AG;VERZW. A3/A1;A 3
CH:0253.03;lane2;negative;46.3031731;7.95821667;GAMSEN (TUNNEL) (AB);VS;SION;A 9
CH:0253.04;lane1;negative;46.3031921;7.9582057;GAMSEN (TUNNEL) (AB);VS;SION;A 9
CH:0252.02;lane1;negative;46.8896599;8.61875057;VERZWEIGUNG ALTDORFA2/A4 (AB);UR;LUZERN / FLUELEN;A 2
CH:0252.03;lane2;negative;46.8896828;8.6187849;VERZWEIGUNG ALTDORFA2/A4 (AB);UR;LUZERN / FLUELEN;A 2
CH:0252.04;lane2;positive;46.8897591;8.61877155;VERZWEIGUNG ALTDORFA2/A4 (AB);UR;GOTTHARD;A 2
CH:0649.01;lane1;positive;46.6697121;7.0752511;SORENS (AR);FR;BERN;A 12
CH:0649.02;lane2;positive;46.6697159;7.07521105;SORENS (AR);FR;BERN;A 12
CH:0252.05;lane1;positive;46.889782;8.61880398;VERZWEIGUNG ALTDORFA2/A4 (AB);UR;GOTTHARD;A 2
CH:0252.06;lane2;;46.8896027;8.6193161;VERZWEIGUNG ALTDORFA2/A4 (AB);UR;LUZERN / FLUELEN;A 2
CH:0258.01;lane1;negative;46.4699211;9.71702957;JULIER, LA VEDUTA;GR;CHUR;H 3
CH:0685.01;lane1;positive;46.8747787;8.65287018;ALTDORF, KLAUSENSTRASSE - UR6017;UR;GLARUS;H 17
CH:0329.04;lane1;negative;46.942585;7.15328026;MURTEN, LOEWENBERG (AB);FR;PAYERNE;A 1
CH:0260.02;lane1;negative;46.5931969;8.46074677;FURKAPASS, TIEFENBACH;UR;GLETSCH;H 19
CH:0261.01;lane1;negative;46.6419487;8.61380577;OBERALPPASS W;UR;SEDRUN;H 19
CH:0329.03;lane2;negative;46.9425583;7.15331221;MURTEN, LOEWENBERG (AB);FR;PAYERNE;A 1
CH:0262.01;lane1;negative;46.7182312;8.57451153;SUSTENPASS, MEIEN;UR;INNERTKIRCHEN;H 11
CH:0340.03;lane3;positive;47.4584427;8.28535938;BADEN-WEST (AB) - AG1441;AG;ZUERICH;A 1
CH:0147.01;lane1;positive;46.6275635;7.03920031;CONT. DE BULLE (AR);FR;FRIBOURG            ;A 12
CH:0263.02;lane1;negative;46.478157;8.38676071;NUFENENPASS;VS;ULRICHEN;H 413
CH:0147.02;lane2;positive;46.6275902;7.03916645;CONT. DE BULLE (AR);FR;FRIBOURG            ;A 12
CH:0264.02;lane1;negative;46.8711205;8.78112793;KLAUSENPASS W;UR;ALTDORF;H 17
CH:0252.07;lane1;;46.8896217;8.61937141;VERZWEIGUNG ALTDORFA2/A4 (AB);UR;LUZERN / FLUELEN;A 2
CH:0257.01;lane1;;47.5769157;7.59880686;BASEL, ANSCHLUSS WIESE, KLEINHAENINGEN (AB);BS;DEUTSCHLAND;A 2
CH:0539.02;lane1;positive;46.5383987;9.23320198;HINTERRHEIN (AB) TUNNEL CASSANAWALD;GR;SAN BERNARDINO;A 13
CH:0224.03;lane2;positive;46.1612625;6.11503792;GENEVE, PLAN-LES-OUAT. (AR);GE;LAUSANNE/FRANCE;A 1A
CH:0224.04;lane1;positive;46.161232;6.11504221;GENEVE, PLAN-LES-OUAT. (AR);GE;LAUSANNE/FRANCE;A 1A
CH:0581.03;lane3;positive;47.3349304;8.52419186;WOLLISHOFEN, ENTLISBERG (AB ) - ZH1213;ZH;SARGANS;A 3
CH:0268.03;lane2;negative;46.2194977;7.00752831;ST. MAURICE (AR);VS;LAUSANNE;A 9
CH:0268.04;lane1;negative;46.2195053;7.00756168;ST. MAURICE (AR);VS;LAUSANNE;A 9
CH:0581.01;lane1;positive;47.3349152;8.52409649;WOLLISHOFEN, ENTLISBERG (AB ) - ZH1213;ZH;SARGANS;A 3
CH:0581.02;lane2;positive;47.3349266;8.52414608;WOLLISHOFEN, ENTLISBERG (AB ) - ZH1213;ZH;SARGANS;A 3
CH:0269.03;lane2;negative;46.28088;7.51751423;SIERRE W (AB);VS;SION;A 9
CH:0269.04;lane1;negative;46.2809029;7.51749802;SIERRE W (AB);VS;SION;A 9
CH:0533.02;lane1;positive;47.5567932;8.68980026;HENGGART (AB) - ZH0497;ZH;WINTERTHUR;A 4
CH:0257.02;lane1;negative;47.5792274;7.59948206;BASEL, ANSCHLUSS WIESE, KLEINHAENINGEN (AB);BS;DEUTSCHLAND;A 2
CH:0270.03;lane2;negative;47.4116516;8.5732317;ZUERICH - OERLIKON (AB) ZH 1301;ZH;ZUERICH CITY;A 1L
CH:0270.04;lane1;negative;47.4116821;8.57322788;ZUERICH - OERLIKON (AB) ZH 1301;ZH;ZUERICH CITY;A 1L
CH:0270.05;lane1;;47.4120216;8.57288742;ZUERICH - OERLIKON (AB) ZH 1301;ZH;ZUERICH CITY;A 1L
CH:0271.01;lane1;negative;46.936451;7.49125051;MURI BE N (AB);BE;BERN;A 6
CH:0271.02;lane2;negative;46.9364853;7.49126005;MURI BE N (AB);BE;BERN;A 6
CH:0257.03;lane2;negative;47.579216;7.59952497;BASEL, ANSCHLUSS WIESE, KLEINHAENINGEN (AB);BS;DEUTSCHLAND;A 2
CH:0165.01;lane1;positive;46.1188354;7.06939268;MARTIGNY N (AR);VS;SION                ;A 9
CH:0165.02;lane2;positive;46.1188583;7.06942511;MARTIGNY N (AR);VS;SION                ;A 9
CH:0340.04;lane2;positive;47.4584122;8.28536701;BADEN-WEST (AB) - AG1441;AG;ZUERICH;A 1
CH:0093.01;lane1;positive;47.5177383;8.69512463;UMF. WINTERTHUR (AB);ZH;OHRINGEN;A 1
CH:0093.02;lane2;positive;47.5177536;8.69508362;UMF. WINTERTHUR (AB);ZH;OHRINGEN;A 1
CH:0257.04;lane2;positive;47.5764732;7.59913635;BASEL, ANSCHLUSS WIESE, KLEINHAENINGEN (AB);BS;BASEL;A 2
CH:0257.05;lane1;positive;47.5764771;7.59918356;BASEL, ANSCHLUSS WIESE, KLEINHAENINGEN (AB);BS;BASEL;A 2
CH:0257.06;lane1;;47.5764923;7.59926987;BASEL, ANSCHLUSS WIESE, KLEINHAENINGEN (AB);BS;DEUTSCHLAND;A 2
CH:0093.03;lane3;positive;47.5177689;8.69505119;UMF. WINTERTHUR (AB);ZH;OHRINGEN;A 1
CH:0084.01;lane1;positive;47.4311333;9.37897015;ST. GALLEN, ROSENB'TUNNEL (AB);SG;ST. GALLEN OST;A 1
CH:0257.07;lane1;;47.5791473;7.59969234;BASEL, ANSCHLUSS WIESE, KLEINHAENINGEN (AB);BS;DEUTSCHLAND;A 2
CH:0265.01;lane1;negative;46.2841415;8.99295139;MOLENO N (AS);TI;BIASCA;A 2
CH:0084.02;lane2;positive;47.4311676;9.37895203;ST. GALLEN, ROSENB'TUNNEL (AB);SG;ST. GALLEN OST;A 1
CH:0265.02;lane2;negative;46.2841492;8.99300194;MOLENO N (AS);TI;BIASCA;A 2
CH:0396.02;lane1;positive;46.6195145;7.68501997;REICHENBACH S;BE;FRUTIGEN;H 223
CH:0373.01;lane1;positive;46.8934174;9.84452629;KLOSTERS, MEZZASELVA - GR241;GR;DAVOS;A 28
CH:0546.04;lane3;negative;47.4251442;8.37913609;SPREITENBACH O (AB);AG;BERN;A 1
CH:0546.05;lane2;negative;47.4251709;8.37914848;SPREITENBACH O (AB);AG;BERN;A 1
CH:0693.01;lane1;positive;47.1074867;9.06410789;NAEFELS N;GL;NIEDERURNEN;H 17
CH:0305.02;lane1;positive;47.1203461;7.27693939;BRUEGG;BE;LYSS;A 6
CH:0275.03;lane2;negative;47.5809174;8.92752838;FRAUENFELD OST  (AB);TG;FRAUENFELD;A 7
CH:0275.04;lane1;negative;47.5809441;8.92749119;FRAUENFELD OST  (AB);TG;FRAUENFELD;A 7
CH:0279.01;lane1;negative;46.5806732;7.09053516;ENNEY N, SAUSSIVUE;FR;BULLE;H 190
CH:0658.02;lane2;positive;46.2189636;7.33913708;CONTHEY (AR);VS;SION;A 9
CH:0658.01;lane1;positive;46.2189407;7.33913565;CONTHEY (AR);VS;SION;A 9
CH:0025.04;lane1;positive;47.0145607;9.5047226;BAD RAGAZ (AB);SG;CHUR                ;A 13
CH:0546.06;lane1;negative;47.4252014;8.37917042;SPREITENBACH O (AB);AG;BERN;A 1
