MSR_Id;Lane;Direction;Latitude;Longitude;Name;Canton;Direction;Street 
CH:0503.02;lane1;positive;46.1495476;8.874897;MAGADINO;TI;DIRINELLA;H 405
CH:0303.03;lane2;negative;47.4570122;9.07380581;THURAU (AB);SG;WINTERTHUR;A 1
CH:0303.04;lane1;negative;47.4570465;9.07379246;THURAU (AB);SG;WINTERTHUR;A 1
CH:0837.03;lane3;positive;47.4086304;8.58644485;SCHWAMENDINGEN (AB);ZH;WINTERTHUR;A 1
CH:0837.04;lane4;positive;47.4086685;8.58646584;SCHWAMENDINGEN (AB);ZH;WINTERTHUR;A 1
CH:0837.01;lane1;positive;47.4085617;8.58642006;SCHWAMENDINGEN (AB);ZH;WINTERTHUR;A 1
CH:0837.02;lane2;positive;47.4085922;8.58643055;SCHWAMENDINGEN (AB);ZH;WINTERTHUR;A 1
CH:0229.03;lane2;negative;47.3161163;7.94427252;OFTRINGEN E (AB);AG;BERN;A 1
CH:0229.04;lane1;negative;47.3161469;7.94424963;OFTRINGEN E (AB);AG;BERN;A 1
CH:0288.03;lane2;negative;47.2718086;7.71584129;NIEDERBIPP (AB);BE;BERN;A 1
CH:0288.04;lane1;negative;47.2718201;7.71579266;NIEDERBIPP (AB);BE;BERN;A 1
CH:0066.02;lane1;positive;47.4054718;8.45944881;SCHLIEREN (AB);ZH;ZUERICH             ;A 1
CH:0066.03;lane2;positive;47.4054985;8.45946407;SCHLIEREN (AB);ZH;ZUERICH             ;A 1
CH:0066.04;lane3;positive;47.4055367;8.45948982;SCHLIEREN (AB);ZH;ZUERICH             ;A 1
CH:0303.01;lane1;positive;47.4569016;9.07379341;THURAU (AB);SG;ST.GALLEN;A 1
CH:0303.02;lane2;positive;47.4569321;9.07377911;THURAU (AB);SG;ST.GALLEN;A 1
CH:0114.05;lane3;negative;47.4234047;8.64305305;BRUETTISELLEN N (AB);ZH;ZUERICH             ;A 1
CH:0296.03;lane2;negative;47.0194283;8.29596424;HORW, SCHLUNDTUNNEL (AB);LU;LUZERN;A 2
CH:0114.06;lane2;negative;47.4234314;8.64304352;BRUETTISELLEN N (AB);ZH;ZUERICH             ;A 1
CH:0114.07;lane1;negative;47.4234619;8.64303207;BRUETTISELLEN N (AB);ZH;ZUERICH             ;A 1
CH:0296.04;lane2;positive;47.0186234;8.29667759;HORW, SCHLUNDTUNNEL (AB);LU;STANS;A 2
CH:0114.08;emergencyLane;negative;47.4234924;8.64302444;BRUETTISELLEN N (AB);ZH;ZUERICH             ;A 1
CH:0511.03;lane2;negative;46.5158424;6.50201178;MORGES CENTRE (AR);VD;GENF;A 1
CH:0511.04;lane1;negative;46.515873;6.50198889;MORGES CENTRE (AR);VD;GENF;A 1
CH:0342.06;lane1;negative;47.4228249;8.38879204;DIETIKON (AB) - AG1400;AG;Bern;A 1
CH:0342.04;lane3;negative;47.4227638;8.38877296;DIETIKON (AB) - AG1400;AG;Bern;A 1
CH:0342.05;lane2;negative;47.4227943;8.38878345;DIETIKON (AB) - AG1400;AG;Bern;A 1
CH:0284.01;lane1;positive;47.4618797;8.70912075;WINTERTHUR, KEMPTTHAL (AB);ZH;WINTERTHUR;A 1
CH:0284.02;lane2;positive;47.4618721;8.70907497;WINTERTHUR, KEMPTTHAL (AB);ZH;WINTERTHUR;A 1
CH:0284.03;lane3;positive;47.4618683;8.7090292;WINTERTHUR, KEMPTTHAL (AB);ZH;WINTERTHUR;A 1
CH:0513.03;lane2;negative;47.2564697;7.68671656;WANGEN A. A. (AB);BE;BERN;A 1
CH:0513.04;lane1;negative;47.2565041;7.68671083;WANGEN A. A. (AB);BE;BERN;A 1
CH:0344.01;lane1;;47.5325012;7.73656273;RHEINFELDEN (AB) - AG1423;AG;Basel;A 3
CH:0274.03;lane3;positive;47.4441223;8.34264469;WUERENLOS (AB) - AG1401;AG;ZUERICH;A 1
CH:0274.02;lane2;positive;47.4441109;8.34260082;WUERENLOS (AB) - AG1401;AG;ZUERICH;A 1
CH:0344.04;lane2;negative;47.5324669;7.73584414;RHEINFELDEN (AB) - AG1423;AG;Basel;A 3
CH:0344.05;lane1;negative;47.5324936;7.7358222;RHEINFELDEN (AB) - AG1423;AG;Basel;A 3
CH:0344.06;lane1;;47.532753;7.7363205;RHEINFELDEN (AB) - AG1423;AG;Basel;A 3
CH:0345.01;lane1;negative;47.5345573;7.74136591;RHEINFELDEN (AB) - AG1424;AG;VERZW A3/A1;A 3
CH:0345.02;lane2;negative;47.5345306;7.74139071;RHEINFELDEN (AB) - AG1424;AG;VERZW A3/A1;A 3
CH:0274.01;lane1;positive;47.4440956;8.34255695;WUERENLOS (AB) - AG1401;AG;ZUERICH;A 1
CH:0234.04;lane1;negative;46.760128;6.68530416;YVERDON, TUN. DE POMY (AR);VD;YVERDON;A 1
CH:0346.01;lane1;;47.5391884;7.75458145;RHEINFELDEN (AB) - AG1425;AG;BASEL;A 3
CH:0234.03;lane2;negative;46.7601013;6.68534136;YVERDON, TUN. DE POMY (AR);VD;YVERDON;A 1
CH:0577.04;lane2;positive;47.3497925;8.47028542;UETLIBERGTUNNEL MITTE (AB) - ZH1207;ZH;VERZW. ZUERICH SUED;A 3
CH:0346.04;lane2;negative;47.5399704;7.75662708;RHEINFELDEN (AB) - AG1425;AG;BASEL;A 3
CH:0346.05;lane1;negative;47.5400047;7.7566061;RHEINFELDEN (AB) - AG1425;AG;BASEL;A 3
CH:0346.06;lane1;;47.5400352;7.7565856;RHEINFELDEN (AB) - AG1425;AG;BASEL;A 3
CH:0347.01;lane1;;47.5412407;7.76310396;RHEINFELDEN (AB) - AG1426;AG;Basel;A 3
CH:0032.03;lane2;negative;47.2245293;7.61187029;DEITINGEN (AB);SO;BERN;A 1
CH:0577.05;lane1;positive;47.3497467;8.47028446;UETLIBERGTUNNEL MITTE (AB) - ZH1207;ZH;VERZW. ZUERICH SUED;A 3
CH:0347.04;lane2;negative;47.5416908;7.7641716;RHEINFELDEN (AB) - AG1426;AG;Basel;A 3
CH:0347.05;lane1;negative;47.5417213;7.7641592;RHEINFELDEN (AB) - AG1426;AG;Basel;A 3
CH:0347.06;lane1;;47.5417557;7.76413965;RHEINFELDEN (AB) - AG1426;AG;Basel;A 3
CH:0348.01;lane1;;47.5447845;7.80132627;RHEINFELDEN (AB) - AG1427;AG;BASEL;A 3
CH:0348.02;lane1;;47.5451584;7.80140686;RHEINFELDEN (AB) - AG1427;AG;BASEL;A 3
CH:0577.06;emergencyLane;positive;47.3497047;8.47028828;UETLIBERGTUNNEL MITTE (AB) - ZH1207;ZH;VERZW. ZUERICH SUED;A 3
CH:0032.04;lane1;negative;47.2245598;7.61184072;DEITINGEN (AB);SO;BERN;A 1
CH:0348.05;lane2;negative;47.5452576;7.80112123;RHEINFELDEN (AB) - AG1427;AG;BASEL;A 3
CH:0348.06;lane1;negative;47.5452919;7.80111504;RHEINFELDEN (AB) - AG1427;AG;BASEL;A 3
CH:0348.07;lane1;;47.5454712;7.80121374;RHEINFELDEN (AB) - AG1427;AG;BASEL;A 3
CH:0348.08;lane1;;47.5452309;7.80021238;RHEINFELDEN (AB) - AG1427;AG;BASEL;A 3
CH:0300.02;lane2;positive;46.477169;6.41126871;ETOY (AR);VD;LAUSANNE;A 1
CH:0300.01;lane1;positive;46.4771347;6.4112587;ETOY (AR);VD;LAUSANNE;A 1
CH:0349.03;lane2;negative;47.5462914;7.82531929;RHEINFELDEN (AB) - AG1420;AG;AUGST;A 3
CH:0349.04;lane1;negative;47.5463295;7.82530785;RHEINFELDEN (AB) - AG1420;AG;AUGST;A 3
CH:0073.01;lane1;positive;47.3120308;7.80759573;HAERKINGEN (AB);SO;ZUERICH             ;A 1
CH:0353.02;lane1;negative;46.9264526;7.54854822;WORB W;BE;GUEMLIGEN;H 10
CH:0354.01;lane1;negative;46.518856;7.31044197;SAANENMOESER;BE;ZWEISIMMEN;H 11
CH:0802.01;lane2;positive;47.0133553;7.0083847;MARIN OUEST (AB);NE;BIENNE;A 5
CH:0802.02;lane1;positive;47.0133286;7.00838423;MARIN OUEST (AB);NE;BIENNE;A 5
CH:0357.02;lane1;negative;46.8197899;7.36532497;SCHWARZENBURG E;BE;SCHWARZENBURG;H 183
CH:0359.01;lane1;negative;47.1235313;6.88628292;LA CIBOURG;BE;SONCEBOZ;H 18
CH:0829.01;lane1;positive;47.1485672;9.03923607;BILTEN (AB);GL;SARGANS;A 3
CH:0361.01;lane1;negative;47.0750732;7.58650017;KIRCHBERG S;BE;BURGDORF;H 23
CH:0829.02;lane2;positive;47.1485825;9.03926754;BILTEN (AB);GL;SARGANS;A 3
CH:0363.01;lane1;negative;47.2471008;7.7576685;AARWANGEN, SCHUERHOF;BE;NIEDERBIPP;H 244
CH:0269.01;lane1;positive;46.2808266;7.51766157;SIERRE W (AB);VS;BRIG;A 9
CH:0269.02;lane2;positive;46.2808495;7.51764202;SIERRE W (AB);VS;BRIG;A 9
CH:0364.02;lane1;negative;47.0379486;7.73880672;SUMISWALD, GAMMENTHAL;BE;RAMSEI;H 23
CH:0365.01;lane1;negative;47.1919136;7.13133955;CORGEMONT W;BE;SONCEBOZ;H 30
CH:0764.02;lane1;positive;47.2163277;8.61103725;HIRZEL;ZH;BAAR;H 338
CH:0073.02;lane2;positive;47.3120613;7.80758905;HAERKINGEN (AB);SO;ZUERICH             ;A 1
CH:0672.01;lane1;positive;46.9119492;6.79874706;GORGIER (AR);NE;NEUCHATEL;A 5
CH:0672.02;lane2;positive;46.9119492;6.79872417;GORGIER (AR);NE;NEUCHATEL;A 5
CH:0535.01;lane1;positive;46.5349884;6.67241859;LAUSANNE BELMONT (AR);VD;VEVEY;A 9
CH:0535.02;lane2;positive;46.5350189;6.67243671;LAUSANNE BELMONT (AR);VD;VEVEY;A 9
CH:0337.03;lane2;negative;47.4267273;8.23500824;BIRRHARD (AB) - AG1406;AG;BERN;A 1
CH:0337.04;lane1;negative;47.4267464;8.23496914;BIRRHARD (AB) - AG1406;AG;BERN;A 1
CH:0072.01;lane1;positive;47.3821526;8.11117363;HUNZENSCHWIL (AB);AG;ZUERICH;A 1
CH:0072.02;lane2;positive;47.382164;8.11114407;HUNZENSCHWIL (AB);AG;ZUERICH;A 1
CH:0639.01;lane1;positive;47.497921;8.69404984;WINTERTHUR TOESS (AB) - ZH105;ZH;ST.GALLEN;A 1
CH:0639.02;lane2;positive;47.4979057;8.69400692;WINTERTHUR TOESS (AB) - ZH105;ZH;ST.GALLEN;A 1
CH:0370.03;lane2;negative;46.4752083;6.81361437;CHEXBRES E (AR);VD;LAUSANNE;A 9
CH:0370.04;lane1;negative;46.4752388;6.81361437;CHEXBRES E (AR);VD;LAUSANNE;A 9
CH:0338.01;lane3;positive;47.4505386;8.25941563;BADEN-WEST (AB) - AG1442;AG;ZUERICH;A 1
CH:0373.02;lane1;negative;46.8934364;9.84456158;KLOSTERS, MEZZASELVA - GR241;GR;LANDQUART;A 28
CH:0374.01;lane1;;47.3286629;8.5282402;WOLLISHOFEN (AB) RI SARGANS - ZH1215;ZH;NOT USED;A 3
CH:0018.02;lane1;positive;46.7157288;8.20808792;MEIRINGEN E, LAMMI;BE;INNERTKIRCHEN       ;H 6
CH:0345.03;lane2;positive;47.5344543;7.74140644;RHEINFELDEN (AB) - AG1424;AG;BASEL;A 3
CH:0374.04;lane1;;47.3286476;8.5283308;WOLLISHOFEN (AB) RI SARGANS - ZH1215;ZH;NOT USED;A 3
CH:0376.01;lane1;;47.6159897;8.68516731;TRUELLIKON ANSCHLUSS S (AB);ZH;Schaffhausen;A 4
CH:0345.04;lane1;positive;47.5344238;7.74143267;RHEINFELDEN (AB) - AG1424;AG;BASEL;A 3
CH:0173.02;lane1;positive;46.9024696;6.46478558;LES VERRIERES;NE;NEUCHATEL           ;H 10
CH:0376.04;lane1;;47.6171417;8.68480968;TRUELLIKON ANSCHLUSS S (AB);ZH;Schaffhausen;A 4
CH:0377.01;lane1;;47.6199265;8.68297291;TRUELLIKON ANSCHLUSS N (AB);ZH;Schaffhausen;A 4
CH:0377.02;lane1;negative;47.619339;8.68333817;TRUELLIKON ANSCHLUSS N (AB);ZH;Schaffhausen;A 4
CH:0377.03;lane2;negative;47.6193504;8.68338871;TRUELLIKON ANSCHLUSS N (AB);ZH;Schaffhausen;A 4
CH:0377.04;lane1;;47.6190796;8.68341923;TRUELLIKON ANSCHLUSS N (AB);ZH;Schaffhausen;A 4
CH:0378.01;lane1;;47.6745644;8.6239996;UHWIESEN ANSCHLUSS (AB);ZH;Schaffhausen;A 4
CH:0378.02;lane1;negative;47.6732674;8.62296104;UHWIESEN ANSCHLUSS (AB);ZH;Schaffhausen;A 4
CH:0378.03;lane2;negative;47.6732559;8.62300873;UHWIESEN ANSCHLUSS (AB);ZH;Schaffhausen;A 4
CH:0378.04;lane1;;47.672657;8.62260151;UHWIESEN ANSCHLUSS (AB);ZH;Schaffhausen;A 4
CH:0170.01;lane1;positive;46.7253723;7.99854517;GIESSBACHTUNNEL (AB);BE;BRIENZ              ;A 8
CH:0378.06;lane1;;47.6719437;8.62265968;UHWIESEN ANSCHLUSS (AB);ZH;Schaffhausen;A 4
CH:0378.07;lane1;;47.6736412;8.62343121;UHWIESEN ANSCHLUSS (AB);ZH;Schaffhausen;A 4
CH:0379.01;lane1;;47.6008835;8.6917944;KLEINANDELFINGEN ANSCHLUSS 1 (AB);ZH;SCHAFFHAUSEN;A 4
CH:0549.02;lane1;positive;47.7933884;8.60306931;BARGEN N, ZOLL (AB);SH;SCHAFFHAUSEN;A 4
CH:0338.02;lane2;positive;47.4505692;8.25940037;BADEN-WEST (AB) - AG1442;AG;ZUERICH;A 1
CH:0380.01;lane1;;47.6045837;8.68873215;KLEINANDELFINGEN ANSCHLUSS 2 (AB);ZH;SCHAFFHAUSEN;A 4
CH:0380.02;lane1;negative;47.6040154;8.68930054;KLEINANDELFINGEN ANSCHLUSS 2 (AB);ZH;SCHAFFHAUSEN;A 4
CH:0380.03;lane2;negative;47.6040306;8.6893425;KLEINANDELFINGEN ANSCHLUSS 2 (AB);ZH;SCHAFFHAUSEN;A 4
CH:0380.04;lane1;;47.6028252;8.69031525;KLEINANDELFINGEN ANSCHLUSS 2 (AB);ZH;SCHAFFHAUSEN;A 4
CH:0380.05;lane1;;47.6044807;8.6892252;KLEINANDELFINGEN ANSCHLUSS 2 (AB);ZH;SCHAFFHAUSEN;A 4
CH:0383.01;lane1;;47.3496017;8.52334309;ZUERICH BRUNAU (AB) 1;ZH;ZUERICH;A 3
CH:0383.02;lane2;;47.3495483;8.52344418;ZUERICH BRUNAU (AB) 1;ZH;ZUERICH;A 3
CH:0338.03;lane1;positive;47.4505997;8.25938416;BADEN-WEST (AB) - AG1442;AG;ZUERICH;A 1
CH:0222.04;lane1;negative;46.8402748;6.92628002;PAYERNE N (AR);FR;YVERDON;A 1
CH:0383.05;lane2;negative;47.349453;8.52359676;ZUERICH BRUNAU (AB) 1;ZH;ZUERICH;A 3
CH:0383.06;lane1;negative;47.3494301;8.52362823;ZUERICH BRUNAU (AB) 1;ZH;ZUERICH;A 3
CH:0383.07;lane2;;47.3494034;8.52366638;ZUERICH BRUNAU (AB) 1;ZH;ZUERICH;A 3
CH:0383.08;lane1;;47.3493843;8.52370453;ZUERICH BRUNAU (AB) 1;ZH;ZUERICH;A 3
CH:0384.01;lane1;;47.3540955;8.52461052;ZUERICH BRUNAU (AB) 2;ZH;ZUERICH;A 3
CH:0307.04;lane1;positive;47.4163322;9.6473732;OBERFAHR (AB);SG;SARGANS;A 13
CH:0307.03;lane2;positive;47.4162903;9.64732933;OBERFAHR (AB);SG;SARGANS;A 13
CH:0391.01;lane1;negative;46.6516762;6.78880167;MOUDON S;VD;LAUSANNE;H 1
CH:0656.01;lane1;positive;46.8772392;8.70808601;SPIRINGEN - UR6301;UR;GLARUS;H 17
CH:0391.03;lane1;;46.6517067;6.7887001;MOUDON S;VD;LAUSANNE;H 1
CH:0392.01;lane1;negative;46.4181938;9.72605038;PLAUN DA  LEJ;GR;ST. MORITZ;H 3B
CH:0102.01;lane1;positive;47.5446053;7.78234196;RHEINFELDEN (AB);AG;RHEINFELDEN         ;A 3
CH:0393.01;lane1;negative;46.843544;8.20008469;SACHSELN, ZOLLHAUS;OW;LUZERN;A 8
CH:0393.02;lane2;negative;46.8438225;8.20078754;SACHSELN, ZOLLHAUS;OW;LUZERN;A 8
CH:0393.03;lane1;;46.843853;8.2007618;SACHSELN, ZOLLHAUS;OW;LUZERN;A 8
CH:0102.02;lane2;positive;47.5446396;7.78233099;RHEINFELDEN (AB);AG;RHEINFELDEN         ;A 3
CH:0271.04;lane1;positive;46.9365654;7.49132204;MURI BE N (AB);BE;THUN;A 6
CH:0393.06;lane1;;46.8433418;8.2001009;SACHSELN, ZOLLHAUS;OW;LUZERN;A 8
CH:0271.03;lane2;positive;46.9365311;7.4913125;MURI BE N (AB);BE;THUN;A 6
CH:0394.02;lane1;negative;47.0481606;9.06077671;GLARUS N;GL;GLARUS;H 17
CH:0222.03;lane2;negative;46.8402519;6.92631626;PAYERNE N (AR);FR;YVERDON;A 1
CH:0395.02;lane1;negative;46.4599876;7.28188372;GSTAAD S;BE;AIGLE;H 142
CH:0396.01;lane1;negative;46.6195374;7.68498898;REICHENBACH S;BE;SPIEZ;H 223
CH:0162.03;lane2;negative;46.9613037;7.25312328;MUEHLEBERG, SAANEVIAD. (AB);BE;KERZERS;A 1
CH:0673.02;lane2;positive;46.9287376;6.81976891;BEVAIX (AR);NE;NEUCHATEL;A 5
CH:0397.02;lane1;negative;46.6174355;7.13850069;CHARMEY;FR;BULLE;H 189
CH:0398.01;lane1;negative;46.4866943;7.20251274;ROUGEMONT W;VD;SAANEN;H 11
CH:0673.01;lane1;positive;46.9287186;6.81980753;BEVAIX (AR);NE;NEUCHATEL;A 5
CH:0002.01;lane1;positive;46.5750885;6.72462416;CHALET-A-GOBET;VD;BERN                ;H 1
CH:0399.02;lane1;negative;46.7829628;7.06362867;ROSE;FR;PAYERNE;H 181
CH:0501.01;lane1;negative;46.9688225;7.1230216;SUGIEZ, LE PEAGE N;FR;INS;H 10
CH:0016.01;lane1;positive;47.1020088;7.1760478;TWANN, WINGREIS (AR);BE;BIEL                ;A 5
CH:0190.01;lane1;positive;46.9585457;6.7260251;NOIRAIGUE, CLUSETTE;NE;NEUCHATEL           ;H 10
CH:0138.02;lane1;positive;46.2632256;10.1177244;BRUSIO N;GR;CAMPOCOLOGNO        ;H 29
CH:0502.03;lane2;negative;47.1273499;9.06914997;OBERURNEN, ZUBRINGER GLARNERLAND (AB);GL;NIEDERURNEN;A 17
CH:0502.04;lane1;negative;47.1273308;9.06907654;OBERURNEN, ZUBRINGER GLARNERLAND (AB);GL;NIEDERURNEN;A 17
CH:0503.01;lane1;negative;46.1495781;8.87488365;MAGADINO;TI;QUARTINO;H 405
CH:0190.02;lane2;positive;46.9585724;6.72601986;NOIRAIGUE, CLUSETTE;NE;NEUCHATEL           ;H 10
CH:0135.02;lane1;positive;47.5081444;9.40544128;ARBON, A1/ZUBRINGER TG;TG;MEGGENHUS           ;A 23
CH:0245.02;lane2;positive;47.0404053;9.43991661;SARGANS A3 (AB);SG;VERZW. A3/A13;A 3
CH:0245.01;lane1;positive;47.0403786;9.43988991;SARGANS A3 (AB);SG;VERZW. A3/A13;A 3
CH:0548.04;lane1;positive;47.3463249;7.28316021;DEVELIER (AR);JU;DELEMONT;A 16
CH:0162.04;lane1;negative;46.9613342;7.25313759;MUEHLEBERG, SAANEVIAD. (AB);BE;KERZERS;A 1
CH:0056.04;lane3;negative;47.0048065;7.49365807;SCHOENBUEHL, GRAUHOLZ (AB);BE;BERN;A 1
CH:0548.03;lane2;positive;47.3462982;7.28319502;DEVELIER (AR);JU;DELEMONT;A 16
CH:0056.05;lane2;negative;47.0048256;7.49362183;SCHOENBUEHL, GRAUHOLZ (AB);BE;BERN;A 1
CH:0056.06;lane1;negative;47.0048485;7.49358559;SCHOENBUEHL, GRAUHOLZ (AB);BE;BERN;A 1
CH:0506.02;lane1;negative;46.1714745;8.77140617;SOLDUNO N;TI;PONTE BROLLA;H 407
CH:0296.05;lane1;positive;47.0186348;8.29671764;HORW, SCHLUNDTUNNEL (AB);LU;STANS;A 2
CH:0296.06;lane1;;47.0190964;8.29653549;HORW, SCHLUNDTUNNEL (AB);LU;LUZERN;A 2
CH:0297.01;lane1;negative;47.5432281;7.6313529;BIRSFELDEN ZUBRINGER A2 - BL1101;BL;BIRSFELDEN;A 2
CH:0282.02;lane2;positive;47.4207153;9.33620358;ST. JOSEFEN, SITTERVIADUKT (AB);SG;ST. MARGRETHEN;A 1
CH:0394.01;lane1;positive;47.048172;9.06083107;GLARUS N;GL;NAEFELS;H 17
CH:0297.02;lane2;negative;47.5432205;7.63139439;BIRSFELDEN ZUBRINGER A2 - BL1101;BL;BIRSFELDEN;A 2
CH:0297.03;lane2;positive;47.5432091;7.63146114;BIRSFELDEN ZUBRINGER A2 - BL1101;BL;AUTOBAHN A2;A 2
CH:0297.04;lane1;positive;47.5432014;7.63150787;BIRSFELDEN ZUBRINGER A2 - BL1101;BL;AUTOBAHN A2;A 2
CH:0233.01;lane1;positive;47.378109;7.16749573;ST-URSANNE, TUN. TERRI (AR);JU;DELEMONT;A 16
CH:0282.03;lane3;positive;47.4207458;9.33618927;ST. JOSEFEN, SITTERVIADUKT (AB);SG;ST. MARGRETHEN;A 1
CH:0304.01;lane1;negative;47.1481094;8.17440319;EICH (AB);LU;SURSEE;A 2
CH:0282.01;lane1;positive;47.420681;9.33621693;ST. JOSEFEN, SITTERVIADUKT (AB);SG;ST. MARGRETHEN;A 1
CH:0505.02;lane2;positive;46.4140701;6.23372269;GLAND, DUILLIER (AR);VD;LAUSANNE;A 1
CH:0313.01;lane1;positive;46.2076645;7.27202749;ARDON (AR);VS;BRIG;A 9
CH:0313.02;lane2;positive;46.2076912;7.2720046;ARDON (AR);VS;BRIG;A 9
CH:0505.01;lane1;positive;46.4140396;6.23374653;GLAND, DUILLIER (AR);VD;LAUSANNE;A 1
CH:0333.04;lane1;negative;46.6648903;6.57122564;BAVOIS (AR);VD;LAUSANNE;A 1
CH:0333.03;lane2;negative;46.6648979;6.5712738;BAVOIS (AR);VD;LAUSANNE;A 1
CH:0206.02;lane2;positive;46.7493515;6.61035919;YVERDON, EPENDES (AR);VD;YVERDON             ;A 1
CH:0155.02;lane1;positive;46.5615578;8.35938358;GLETSCH N, GRIMSEL;VS;GLETSCH             ;H 6
CH:0064.03;lane3;positive;46.5456352;6.63155174;CONT. DE LAUSANNE (AR);VD;VEVEY;A 9
CH:0064.02;lane2;positive;46.54562;6.63151979;CONT. DE LAUSANNE (AR);VD;VEVEY;A 9
CH:0064.01;lane1;positive;46.5455971;6.63148642;CONT. DE LAUSANNE (AR);VD;VEVEY;A 9
CH:0206.01;lane1;positive;46.749321;6.61037588;YVERDON, EPENDES (AR);VD;YVERDON             ;A 1
CH:0118.05;lane4;negative;46.9690361;7.46038628;BERN, FELSENAUVIADUKT (AB);BE;WEYERMANNSHAUS;A 1
CH:0118.06;lane3;negative;46.9690628;7.4603796;BERN, FELSENAUVIADUKT (AB);BE;WEYERMANNSHAUS;A 1
CH:0118.07;lane2;negative;46.969101;7.46037102;BERN, FELSENAUVIADUKT (AB);BE;WEYERMANNSHAUS;A 1
CH:0118.08;lane1;negative;46.9691277;7.46036434;BERN, FELSENAUVIADUKT (AB);BE;WEYERMANNSHAUS;A 1
CH:0599.02;lane2;positive;47.4731598;9.58762264;BURIET, RUDERBACH (AB);SG;ST.MARGRETHEN;A1
CH:0599.01;lane1;positive;47.4731522;9.58756065;BURIET, RUDERBACH (AB);SG;ST.MARGRETHEN;A1
CH:0043.01;emergencyLane;positive;46.5295982;6.5413146;PREVERENGES (AR);VD;LAUSANNE            ;A 1
CH:0043.02;lane1;positive;46.5296211;6.54129362;PREVERENGES (AR);VD;LAUSANNE            ;A 1
CH:0043.03;lane2;positive;46.5296478;6.54127455;PREVERENGES (AR);VD;LAUSANNE            ;A 1
CH:0504.03;lane2;negative;46.3865433;6.20414209;NYON, CRASSIER (AR);VD;GENEVE;A 1
CH:0504.04;lane1;negative;46.3865509;6.20409536;NYON, CRASSIER (AR);VD;GENEVE;A 1
CH:0518.01;lane1;;47.3933449;8.49398518;ZUERICH HARDTURM (AB);ZH;LIMMATTALER KREUZ;A 1H
CH:0003.02;lane1;positive;46.1050606;8.69822979;BRISSAGO S;TI;ITALIEN             ;H 13
CH:0639.04;lane1;negative;47.49786;8.69385242;WINTERTHUR TOESS (AB) - ZH105;ZH;ZUERICH;A 1
CH:0518.04;lane2;negative;47.3936157;8.49396038;ZUERICH HARDTURM (AB);ZH;LIMMATTALER KREUZ;A 1H
CH:0518.05;lane1;negative;47.3936844;8.49397182;ZUERICH HARDTURM (AB);ZH;LIMMATTALER KREUZ;A 1H
CH:0518.06;lane1;;47.3937531;8.49398613;ZUERICH HARDTURM (AB);ZH;LIMMATTALER KREUZ;A 1H
CH:0521.01;lane1;negative;46.1073837;8.76375389;CAVIANO DOGANA DIRINELLA;TI;SVIZZERA;H 405
CH:0304.02;lane2;negative;47.14814;8.17442703;EICH (AB);LU;SURSEE;A 2
CH:0304.03;lane2;positive;47.1481895;8.17448044;EICH (AB);LU;SEMPACH;A 2
CH:0304.04;lane1;positive;47.1482162;8.17451;EICH (AB);LU;SEMPACH;A 2
CH:0507.01;lane1;;45.9881248;8.93075752;CIRCONVALLAZIONE DI LUGANO (AB);TI;BELLINZONA;A 2
CH:0761.01;lane1;positive;47.3101234;8.81027412;HINWIL N;ZH;RUETI;H 340
CH:0639.03;lane2;negative;47.4978752;8.69390392;WINTERTHUR TOESS (AB) - ZH105;ZH;ZUERICH;A 1
CH:0523.01;lane1;negative;46.8701019;7.54653311;MUENSINGEN (AB);BE;BERN;A 6
CH:0523.02;lane2;negative;46.8701172;7.54657698;MUENSINGEN (AB);BE;BERN;A 6
CH:0507.02;lane1;negative;45.9881516;8.93079281;CIRCONVALLAZIONE DI LUGANO (AB);TI;BELLINZONA;A 2
CH:0517.02;lane2;positive;47.4150429;9.27772427;GOSSAU, OBERBERG (AB);SG;ST. GALLEN;A 1
CH:0524.01;lane1;negative;46.5271873;8.92372704;OLIVONE - LUCOMAGNO;TI;DISENTIS;H 416
CH:0507.03;lane2;negative;45.9881706;8.93083286;CIRCONVALLAZIONE DI LUGANO (AB);TI;BELLINZONA;A 2
CH:0525.01;lane1;negative;46.1782532;8.84350491;TENERO;TI;BELLINZONA;A 13
CH:0525.02;lane1;;46.1782722;8.8437748;TENERO;TI;BELLINZONA;A 13
CH:0720.03;lane2;positive;47.0130615;8.62541771;SCHWYZ (AB);SZ;ALTDORF;A 4
CH:0525.04;lane1;;46.1781158;8.84345055;TENERO;TI;BELLINZONA;A 13
CH:0720.04;lane1;positive;47.0130577;8.62546635;SCHWYZ (AB);SZ;ALTDORF;A 4
CH:0526.02;lane1;negative;46.1772385;8.70099926;INTRAGNA-CENTOVALLI;TI;DOMODOSSOLA;H 560
CH:0527.01;lane1;negative;46.1962242;8.14206982;GONDO - VS40001;VS;SCHWEIZ;A 9
CH:0507.04;lane2;positive;45.987175;8.93205452;CIRCONVALLAZIONE DI LUGANO (AB);TI;GRANCIA;A 2
CH:0507.05;lane1;positive;45.9871902;8.93209457;CIRCONVALLAZIONE DI LUGANO (AB);TI;GRANCIA;A 2
CH:0507.06;lane1;;45.9872093;8.93214321;CIRCONVALLAZIONE DI LUGANO (AB);TI;BELLINZONA;A 2
CH:0323.02;lane2;positive;46.9034462;7.08941936;MURTEN (AB);FR;KERZERS;A 1
CH:0517.01;lane1;positive;47.4150162;9.27768326;GOSSAU, OBERBERG (AB);SG;ST. GALLEN;A 1
